name,time,settingskey,settingsvalue
MSCSettings,1699448797000000000,T01_GEN01_IREG_MOTOR_TEMP_MAX,119
MSCSettings,1699448798000000000,T02_GEN01_IREG_MOTOR_TEMP_MAX,119
MSCSettings,1699448799000000000,T03_GEN01_IREG_MOTOR_TEMP_MAX,119
MSCSettings,1699448800000000000,T04_GEN01_IREG_MOTOR_TEMP_MAX,119
MSCSettings,1699448802000000000,T05_GEN01_IREG_MOTOR_TEMP_MAX,119
MSCSettings,1699448803000000000,T06_GEN01_IREG_MOTOR_TEMP_MAX,119
MSCSettings,1699448804000000000,T07_GEN01_IREG_MOTOR_TEMP_MAX,119
MSCSettings,1699448805000000000,T08_GEN01_IREG_MOTOR_TEMP_MAX,119
MSCSettings,1699448807000000000,T09_GEN01_IREG_MOTOR_TEMP_MAX,119
MSCSettings,1699448808000000000,T10_GEN01_IREG_MOTOR_TEMP_MAX,119
MSCSettings,1699448809000000000,T11_GEN01_IREG_MOTOR_TEMP_MAX,119
MSCSettings,1699448810000000000,T12_GEN01_IREG_MOTOR_TEMP_MAX,119
MSCSettings,1699448812000000000,T13_GEN01_IREG_MOTOR_TEMP_MAX,119
MSCSettings,1699448813000000000,T14_GEN01_IREG_MOTOR_TEMP_MAX,119
MSCSettings,1699448814000000000,T15_GEN01_IREG_MOTOR_TEMP_MAX,119
MSCSettings,1699448815000000000,T16_GEN01_IREG_MOTOR_TEMP_MAX,119
MSCSettings,1699448819000000000,hasMSCInternet,true
MSCSettings,1699448820000000000,isBrakeArray,x2222222222220000
MSCSettings,1699448823000000000,isMSCActivated,true
MSCSettings,1699448824000000000,isNormalOPActivated,true
MSCSettings,1699448827000000000,onlineCheck,1
MSCSettings,1699448828000000000,turbineCount,16
MSCSettings,1699448829000000000,turbineCountMax,16
MSCSettings,1699448830000000000,turbineSchema,x1111111111111111
MSCSettings,1699448833000000000,EmergencySwitchStatus,1
MSCSettings,1699448835000000000,ImdStatus,1
MSCSettings,1699448837000000000,AnemometerValueAlarm,0
MSCSettings,1699448838000000000,UsbStickCheckerPassed,0
MSCSettings,1699448839000000000,userStopSchema,13/13/13/13/13/13/13/13/13/13/13/13/13/13/13/13
MSCSettings,1699448854000000000,StormBlockerReleaseWindSpeed,14
MSCSettings,1699448855000000000,StormBlockerTimePeriod,60000
MSCSettings,1699448880000000000,isBrakeArray,x2222222222222222
MSCSettings,1699448937000000000,VPNstate,true
MSCSettings,1699449127000000000,onlineCheck,0
MSCSettings,1699449139000000000,userStopSchema,11/11/11/11/11/11/11/11/11/11/11/11/11/11/11/11
MSCSettings,1699450490000000000,MOWEA_CLOUD_CLIENT_VERSION,1.6
MSCSettings,1699450491000000000,MOWEA_CLOUD_VERSION,1.4
MSCSettings,1699450492000000000,MSC_DB_VERSION,1.2.0
MSCSettings,1699450494000000000,MSC_SW_VERSION,1.6.0
MSCSettings,1699450495000000000,StandbyModeActivatorSpeed,3
MSCSettings,1699450496000000000,StandbyModeActivatorTimePeriod,30000
MSCSettings,1699450497000000000,StandbyModeDeactivatorSpeed,2
MSCSettings,1699450518000000000,StandbyModeDeactivatorTimePeriod,600000
MSCSettings,1699450519000000000,StormBlockerReleaseWindSpeed,14
MSCSettings,1699450520000000000,StormBlockerTimePeriod,60000
MSCSettings,1699450522000000000,T01_GEN01_IREG_MOTOR_TEMP_MAX,119
MSCSettings,1699450523000000000,T02_GEN01_IREG_MOTOR_TEMP_MAX,119
MSCSettings,1699450524000000000,T03_GEN01_IREG_MOTOR_TEMP_MAX,119
MSCSettings,1699450525000000000,T04_GEN01_IREG_MOTOR_TEMP_MAX,119
MSCSettings,1699450527000000000,T05_GEN01_IREG_MOTOR_TEMP_MAX,119
MSCSettings,1699450528000000000,T06_GEN01_IREG_MOTOR_TEMP_MAX,119
MSCSettings,1699450529000000000,T07_GEN01_IREG_MOTOR_TEMP_MAX,119
MSCSettings,1699450531000000000,T08_GEN01_IREG_MOTOR_TEMP_MAX,119
MSCSettings,1699450532000000000,T09_GEN01_IREG_MOTOR_TEMP_MAX,119
MSCSettings,1699450533000000000,T10_GEN01_IREG_MOTOR_TEMP_MAX,119
MSCSettings,1699450534000000000,T11_GEN01_IREG_MOTOR_TEMP_MAX,119
MSCSettings,1699450536000000000,T12_GEN01_IREG_MOTOR_TEMP_MAX,119
MSCSettings,1699450537000000000,T13_GEN01_IREG_MOTOR_TEMP_MAX,119
MSCSettings,1699450538000000000,T14_GEN01_IREG_MOTOR_TEMP_MAX,119
MSCSettings,1699450539000000000,T15_GEN01_IREG_MOTOR_TEMP_MAX,119
MSCSettings,1699450541000000000,T16_GEN01_IREG_MOTOR_TEMP_MAX,119
MSCSettings,1699450544000000000,hasMSCInternet,true
MSCSettings,1699450546000000000,isBrakeArray,x2222222222220000
MSCSettings,1699450548000000000,isMSCActivated,true
MSCSettings,1699450549000000000,isNormalOPActivated,true
MSCSettings,1699450552000000000,onlineCheck,1
MSCSettings,1699450553000000000,turbineCount,16
MSCSettings,1699450554000000000,turbineCountMax,16
MSCSettings,1699450556000000000,turbineSchema,x1111111111111111
MSCSettings,1699450558000000000,EmergencySwitchStatus,1
MSCSettings,1699450561000000000,ImdStatus,1
MSCSettings,1699450562000000000,AnemometerValueAlarm,0
MSCSettings,1699450563000000000,UsbStickCheckerPassed,0
MSCSettings,1699450564000000000,userStopSchema,13/13/13/13/13/13/13/13/13/13/13/13/13/13/13/13
MSCSettings,1699450579000000000,StormBlockerReleaseWindSpeed,13
MSCSettings,1699450606000000000,isBrakeArray,x2222222222222222
MSCSettings,1699450662000000000,VPNstate,true
MSCSettings,1699451442000000000,VPNstate,false
MSCSettings,1699458901000000000,StandbyModeDeactivatorTimePeriod,600000
MSCSettings,1699458902000000000,StormBlockerReleaseWindSpeed,14
MSCSettings,1699458904000000000,StormBlockerTimePeriod,60000
MSCSettings,1699458905000000000,T01_GEN01_IREG_MOTOR_TEMP_MAX,119
MSCSettings,1699458906000000000,T02_GEN01_IREG_MOTOR_TEMP_MAX,119
MSCSettings,1699458907000000000,T03_GEN01_IREG_MOTOR_TEMP_MAX,119
MSCSettings,1699458909000000000,T04_GEN01_IREG_MOTOR_TEMP_MAX,119
MSCSettings,1699458910000000000,T05_GEN01_IREG_MOTOR_TEMP_MAX,119
MSCSettings,1699458911000000000,T06_GEN01_IREG_MOTOR_TEMP_MAX,119
MSCSettings,1699458912000000000,T07_GEN01_IREG_MOTOR_TEMP_MAX,119
MSCSettings,1699458914000000000,T08_GEN01_IREG_MOTOR_TEMP_MAX,119
MSCSettings,1699458915000000000,T09_GEN01_IREG_MOTOR_TEMP_MAX,119
MSCSettings,1699458916000000000,T10_GEN01_IREG_MOTOR_TEMP_MAX,119
MSCSettings,1699458917000000000,T11_GEN01_IREG_MOTOR_TEMP_MAX,119
MSCSettings,1699458919000000000,T12_GEN01_IREG_MOTOR_TEMP_MAX,119
MSCSettings,1699458920000000000,T13_GEN01_IREG_MOTOR_TEMP_MAX,119
MSCSettings,1699458921000000000,T14_GEN01_IREG_MOTOR_TEMP_MAX,119
MSCSettings,1699458922000000000,T15_GEN01_IREG_MOTOR_TEMP_MAX,119
MSCSettings,1699458924000000000,T16_GEN01_IREG_MOTOR_TEMP_MAX,119
MSCSettings,1699458928000000000,hasMSCInternet,true
MSCSettings,1699458929000000000,isBrakeArray,x2222222222220000
MSCSettings,1699458931000000000,isMSCActivated,true
MSCSettings,1699458933000000000,isNormalOPActivated,true
MSCSettings,1699458935000000000,onlineCheck,1
MSCSettings,1699458936000000000,turbineCount,16
MSCSettings,1699458938000000000,turbineCountMax,16
MSCSettings,1699458939000000000,turbineSchema,x1111111111111111
MSCSettings,1699458941000000000,EmergencySwitchStatus,1
MSCSettings,1699458944000000000,ImdStatus,1
MSCSettings,1699458945000000000,AnemometerValueAlarm,0
MSCSettings,1699458946000000000,UsbStickCheckerPassed,0
MSCSettings,1699458948000000000,userStopSchema,13/13/13/13/13/13/13/13/13/13/13/13/13/13/13/13
MSCSettings,1699458962000000000,StormBlockerReleaseWindSpeed,13
MSCSettings,1699458989000000000,isBrakeArray,x2222222222222222
MSCSettings,1699463609000000000,isBrakeArray,x1111111111111111
MSCSettings,1699463789000000000,isBrakeArray,x2222221111111111
MSCSettings,1699463849000000000,isBrakeArray,x2222222222222222
MSCSettings,1699517306000000000,VPNstate,true
MSCSettings,1699517388000000000,userStopSchema,6/6/6/6/6/6/6/6/6/6/13/13/13/13/13/13
MSCSettings,1699517429000000000,isBrakeArray,x1111111111111111
MSCSettings,1699517448000000000,userStopSchema,6/6/6/6/6/6/6/6/6/6/6/6/6/6/6/6
MSCSettings,1699519106000000000,VPNstate,false
MSCSettings,1699621049000000000,VPNstate,true
MSCSettings,1699622849000000000,VPNstate,false
MSCSettings,1699973757000000000,VPNstate,true
MSCSettings,1699975557000000000,VPNstate,false
MSCSettings,1700125205000000000,VPNstate,true
MSCSettings,1700125209000000000,isBrakeArray,x2221111211111111
MSCSettings,1700125228000000000,userStopSchema,16/16/16/16/16/16/16/16/16/16/16/16/16/16/16/16
MSCSettings,1700125269000000000,isBrakeArray,x2222222222222
MSCSettings,1700125329000000000,isBrakeArray,x2222222222222222
MSCSettings,1700125689000000000,isBrakeArray,x2222221222221222
MSCSettings,1700125693000000000,isNormalOPActivated,false
MSCSettings,1700125708000000000,userStopSchema,16/16/16/16/16/16/12/16/16/16/16/16/12/16/16/16
MSCSettings,1700125749000000000,isBrakeArray,x2222222222222222
MSCSettings,1700125753000000000,isNormalOPActivated,true
MSCSettings,1700127006000000000,VPNstate,false
